review,rating
"Bagus, namun perlu di perbaiki agar bahasa Indonesia semua isinya, masih ada yang campur dengan bahasa inggris",5
"Saya sudah membeli layanan premium 1 tahun . Kenapa tetap ada iklan . Tertulis ""tidak dapat menggambil data langganan sebelumnya"" padahal saldo sudah terpotong",1
Terimakasih,5
"Untuk ku ok lah, aplikasi ini cukup membantu selain bisa membaca juga bisa membuat catatan khusus tentang pemahaman ayat pada surat tertentu. Tapi masih ada beberapa bug yang perlu di fiks seperti saat saya membuka catatan itu malah kayak menggelap alias nyala mati yang membuat saya tidak bisa menulis, selain itu terkadang aplikasi juga bisa berkedap-kedip sendiri yang membuat saya..... Entahlah tapi tetap saja mengganggu. Sudah itu saja 🙏🙏",3
Adakah yg per lembar tdk dengan terjemahan,2
Pertama kali instal loading nyah luarbiasa nungguin sampe setehang jam..🤦,1
"Kali ini aplikasi ini mengecewakan, data track solat + puasa ramadhan sampai tgl 8 maret 2025 hilang begitu saja. Secara saya lupaan, menu aplikasi juga sudah komplit, untuk kali ini Saya uninstall, Saya tulis manual saja, terimakasih, atas pengalamannya. Apa lagi ini, khusus nya, menyangkut puasa wajib kalau bolong ada utang puasa, harus di bayar di bulan lain, dan posisi Saya lupaan, tetap saja ya, harus di recap manual /tulis manual. Saya unninstall yaaa...",1
Sangat bermanfaat ♥️,5
banyak iklan,1
Bagus,5
Lengkap,4
Banyak iklan skip,1
Iklan nya banyak bgt,3
Iklan nya makin banyak + ada judol juga tolong di saring lagi min,1
Mau di kritik dan saran apapun tidak akan di tidak lanjutin sama developer. Yang penting mereka dapat uang selesai,1
Masyaallah aplikasi sangat membantu,5
Sangat membantu =),5
Iklan nya gak sekira kira.. parah sih,2
"Alhamdulillah bisa membantu, tapi tidak suka dengan banyak iklan",5
"Sudah bayar premium tapi tetap ada iklan, bagaimana ya admin?",3
saya kasih bintang 4 karna yang lain udah bagus cuman hataman al quran sering error.kadang saya lupa surat apa dan ayat berapa terakhir dibaca,4
upgred terus tiap minggunya biar sy uninstal apk lama lama jadi jelek bgt buka lelet,1
"Aplikasi niat jualan, dikit2 iklan, iklan gk hanya 1 kali, bisa berkali-kali. niat mau ngaji malah nonton iklan 1 menit",1
Sangat bermanfaat untuk mengetahui jadwal sholat dan arah kiblat bagi 6ang sering bepergian.,5
Allah dulillah,5
Kebanyakan iklan... Unistal aaahhh,1
MasyaAllah tabarakallah... Kembangkan terus aplikasinya,5
Tidak bagus dan tidak falid,1
Keren,5
Kak kenapa suara adzannya hanya diawal tidak sampai selesai??? Apanya yg salah kak?,3
Membuat ibadah lebih mudah,5
Banyak fiturnya 👌,5
Good Inspirations,5
Error.Padahal udah paket premium.,1
Kebanyakan iklan tiap buka app iklan terus,1
Nyari duit bgt?,1
Padahal saya sudah upgrade ke premium tp kok ada iklan nya terus malah di upgrade lagi Bagaimana mana tanggapan Saya sudah upgrade ke premium 65.490 tp msh banyak iklan .,1
Aplikasi yang sangat bagus untuk membaca al qur'an dimana saja,5
Sudah berlangganan Pro sejak tahun lalu. Tapi sejak saat itu sampe sekarang aplikasinya ga bisa diupdate. Kacau,1
Mantap,5
sangat membantu,5
Bagus sekali aplikasi nya,5
di hp saya tulisan arab surah al-mulk ayat 11 tidak sesuai. latin bahasa indonesianya yg sesuai. mohon di cek kembali tulisan arab al-qur'annya,1
Sanggat bermanfaat buat sya dan mempermudah kan kita semua tuk beramal,5
Makin lama makin ga karuan mau login susah ditambah ribet sama iklan² ga jelas,1
"Pas waktu sholat knpa TDK ada suara adzan, aplikasi ini",2
Sangat berguna untuk mengaji ketika tidak ada Al Qur'an,5
"Sangat membantu dlm mengingat jadwal sholat, dan kegiatan islam lainnya.",5
Berguna tapi kebanyakan iklan. Ampun deh iklannya seabrek . Terus keseringan update. Sering bangeeeeett updatenya,3
"Tidak sebagus dulu,mau liat jadwal shalat aja iklannya bejibun,lebih baik cari yang lain aja",1
A LOTT OFF IKLANNNN!!!,1
"Aplikasi banyak iklannya, bikin emosi aja",1
"Nama aplikasi muslim pro, tapi iklannya iklan pinjol. Duh.. kalau bisa developer lebih selektif lah milih ads yang masuk ke kalian..",1
Puas,5
Assalamualaikum .Banyak iklan.baru buka langsung iklan iya sihh bukan premium Mohon di perhatiin iklan yg muncul terlalu pulgar gk pantas buat aplikasi se hebat ini,1
"Aplikasi yg sgt bermanfaat, bsa baca alquran dimanapun dan kapanpun",5
Aplikasi nya sih Bagus.cuma iklan nya kaya YouTube udah banyak lama ga bisa di skip.gw hapus lahh males.setiap buka aplikasi iklan Mulu ampun.,2
Aplikasi bagus sangat dapat membantu menentukan waktu shalat,5
Masyaallah,5
😇😇😇😇😇🧕🤲🏻🐈,5
"There's an error / wrong verse in Al-An'am verse 54.. Please correct it, it should be 'Salaamun' not 'Salamun'",2
"Kebanyakan iklan, dan tampilan yang terlalu bertele tele",3
"Bintangnya saya kurangi untuk evaluasi, tolong iklan2nya difilter lagi. Saya kira tidak pantas aplikasi bagus seperti ini memunculkan iklan yang tidak sesuai dengan aplikasinya.",2
"selalu pakai aplikasi ini dari 2017 - sekarang, tapi makin kesini malah kurang suka. padahal diantara app lainnya, ini aplikasi dgn fitur yang paling lengkap. iklannya sungguh banyak bgtt, sudah pernah melakukan langganan aplikasinya ternyata gacukup harus langganan aplikasi lainnya.",2
Mohon maaf saya unstall dikarenakan Bebas dari iklan harus premium. Jika tidak premium. Iklan sangat menunggu sekali. Kurasa kurang efektif.,1
"Bagus namun masih ada bug di opsi baca quran, ketika di buka ngeblink ngeblink sendiri di smartphone samsung A55, mohon perbaikannya",5
Sudah pake premium yang 1 tahun notip suara adhan nya tetep gak bisa bunyi padahal dah di set sesuai masih kalah sama aplikasi gratisan yang sebelah...,2
Sangat berguna jika tidak tahu arah kiblat,5
Terlalu banyak iklan,5
Ok banget dalam baca Al Quran dimana saja,5
Oke,5
Aplikasi yang sangat berguna,5
"Mohon diperbaiki sistemnya, saya sudah langganan tahunan tapi masih tetap ada iklannya",3
sangat bagus,5
bes,5
terimakasih,5
terimakasih,5
"iklan gak bisa keluar, stak di shopee terus iklannya, padahal mau lihat waktu sholat",1
aplikasi jadwal sholat tapi ngiklanin riba,2
"iklannya nganggu parah sampai gabisa buka apk nya, nasib ke tempat baru mau lihat waktu solat jadi gabisa, cari apk baru aja lah",1
terlalu banyak iklan nya,3
mau ngaji malah kebanyakan iklan,1
"mohon di perbaiki kembali, tombol menu di bawah tidak bisa di klik, setelah update menu tidak bisa lagi di klik",5
kenapa yah kok gak bisa diputar pakai suara,1
"makin lama makin ga jelas, suka ngebug. notif azan ga sesuai kadang jauh sebelum waktu azan udah azan, trus iklan banyak tak di filter. udah hampir 5 tahun instal bukanya makin bagus malah makin ga jelas.. maaf uinstal.. trimakasih.",1
aplikasi nya sangat membantu namun akhir-akhir ini aplikasinya untuk jadwal adzan tidak sesuai waktunya. tolong diperhatikan min,3
Mohon maaf aplikasi ini sangat mengganggu sekali ketika ada iklan saya tidak dengan iklan ini SAYA MAU IKLANNYA DI HAPUS😒,5
iklanya sangat mengganggu . membuat aplikasi ini ga bermanaaaf lagi,1
banyak iklan,1
"terima kasih dan sangat membantu sekali cuma pas buka app harus menunggu terlebih dahulu karna banyak iklan yg lewat seperti gam"" oll gmana caranya supaya iklan"" itu tidak lewat di app muslim pro🙏🙏🙏",5
bintang 1 dulu iya mungkin saya tidak berlangganan tapi tidak iklan judol juga di embat ini aplikasi untuk muslim tapi kenapa ada iklan judol didalamnya parah sih kalau masih ada maaf sya uninstall,1
"iklannya membagongkan, pusing jadinya di uninstal saja hapus permanen, kapok download aplikasi ini",1
"mungkin iklan yg diaplikasi masih terkait agama, masa iya iklannya pinjol",1
"aplikasi keagamaan kok iklannya pinjol, apa berkah kaya gitu?",1
aku bisa belajar agama lebih baik,4
"Kebanyakan IKLAN SKRANG BRO. DULU LIAT WAKTU SHOLAT AJA TINGGL BUKA, INI SKRANG LIAT WAKTU SHOLAT MELEWATI 3IKLAN DULU(DIPERSULIT).",1
Aplikasi ini sangat baik seharusnya.. Tetapi skrng sudah dipenuhi iklan game dll.. Menurut saya sudah sangat mengganggu....,3
alhamdulilah bang pahalaku +1000000000000,5
bersiap untukasa ug segera datang,5
Aplikasinya mantap,5
masyaallah,5
bagus banget ini,5
saya suka,5
"update terbaru iklanya sudah sangat mengganggu, terlalu berlebihan dari biasanya. mau baca alquran terus menerus di kasih iklan pinjol.",1
"amat sangat membantu, terimakasih",5
Mohon maaf kebanyakan iklan dan aplikasi sering troubel,2
TO MUCH ADVERTISING,1
banyak iklan nya,3
sangat mendukung apelikasinya terimakasih bawa kita selalu ingat waktu sholat sebagai agama muslimsekian,5
setiap pencet ada iklan,1
ok,5
Yyy r ay,2
lengkap bagus.,4
bagus,4
Iklan nya terlalu banyakkkkkkkk,1
"bagus untuk anak yang malas sholat, murojaah, dan berzikir. sangat direkomendasikan",5
lagi buru2 pengen liat kiblat tapi malah iklan dulu lama banget gila,1
"udah beli paket premium. tapi setiap pembaruan minta di bayar lagi. enggak di bayar, enggak bisa di gunakan.",1
aplikasi makin banyak iklan otw hapus,1
"Mohon perhatikan untuk Iklannya, semoga kedepannya bukan mengiklankan tentang game judi, meskipun memang bukan judi asli, tapi mengiklankan game judi sangat kurang buat aplikasi ini",4
"ribett banyak iklan ,,ga ada manfaat banyak,, rugii waktu",1
"kok kalau buka aplikasinya banyak iklan yang tidak pantas, pdahal ini aplikasi islami",4
okkeh,4
"Alhamdulillah ilmu dan wawasan pengetahuan tentang Islam bertambah buat saya ,,,mksih ya Allah dan mksih yg sudah buat aplikasi ini ...ilmu yg bermanfaat amal,dan zakat semua itu bekal untuk kita kelak nanti di akhirat,,,wahai saudara saudara ku semoga kita semua masuk surga nya Allah,, dengan kita mendekatkan diri kepada Allah menjalankan semua perintah Allah,,rukun Islam dan imam harus kita jalankan semua nya dan meng imanin nya....",5
Sangat suka dengan aplikasi ini karena memudahkan saya membaca Alquran dan bisa baca di mana saja saat kita perlukan juga lengkap denagan jadwal shalat.,5
Aplikasi aneh. mau baca Alquran di suruh nonton iklan,1
jelek ganiat banyak iklan,1
aplikasi gy sangat bagus,5
"Assalamualaikum wr.wb Saya ingin menyarankan agar: 1. Jadwal imsak bisa dibuat sebagai notifikasi seperti waktu terbit matahari. 2. Nama surah ditampilkan dalam bahasa Indonesia. 3. Ada fitur pencarian surah tanpa perlu mengetik tanda (‘), misalnya cukup dengan mengetik “Alaa” atau “Al-Alaa” saat mencari surah Al-A’laa, karena tidak semua pengguna tahu ejaan spesifiknya. Wassalamualaikum wr.wb",4
Mohon penempatan iklannya jangan langsung muncul begitu aplikasi dibuka. Saya sering dalam kondisi buru-buru jadi sangat terganggu kalau mau ngecek jadwal sholat aja harus nonton iklan dulu,1
Udah pake muslim pro dari 2020 yg ngeganggu iklan2nya aja soalnya saya ga update berbayar,5
Good App,5
pake email segala bangke,1
"kebanyakan iklan namanya saja islam tp untuk baca alquran aja susah, tolong developer kalo mau bikin aplikasi yg menghasilkan uang mending jangan menyangkut pautkan agama",1
iklannya maksa,1
"terlalu banyak iklan saat buka aplikasi, belum juga buka Qur'an, iklannya malah pinjol semua. capek deh",2
aplikasi ini bagus untuk pengingat sholat,5
bintang satu,5
iklannya ganggu banget 😫,1
sangat terbantu dgn ada nya aplikasi ini,5
sangat membantu smga berkah,5
💖,5
"hanya karna ingin liat jadwal sholat, selalu iklan, terlalu banyak iklan",3
kacau sih aplikasi pengingat sholat tapi ada iklan judol,1
terlalu byk iklan,3
"salam,sy sdh perpanjang untuk premium namun blm ter update menjadi premium,tolong di tindak lanjuti,terimakasih",5
bagus,5
"Sudah bayar pro gak bisa masuk, tdk ada penjelasan, tolong dong kemana harus komplen...",3
sangat tidak suka tidak ada adzan otomatisnya,1
"banyak iklan, sekali sentuh langsung iklan",1
I like and the best apps barakallah,5
cocok untuk mendengarkan QUR'AN,5
"iklan yang terlalu bikin emosi !!! kalo masih banyak iklan gua copot ni aplikasi, sampah bgt.",1
terprifikasi,5
"mari masuk aplikasi muncul iklan, tiap klik iklan mulu kebanyakan iklan",1
Sangat membantu,5
sudah langganan tapi iklan tetap berjalan....terus apa gunanya langganan,1
baik,4
"sudah lengkap, maaf tapi saya sangat terganggu dengan semua iklan iklan yang ada . terimakasih",2
memank bener bahwa orang tidak takut halal dan haram lagi lawong saldo di dana saya ke potong tapi gak bisa masuk ke muslim pro tanpa iklan.. ini malahan harus upgrade lagi kalo mau masuk muslim pro dan harus berkali kali saya hapus aplikasi nya baru bisa masuk ke muslim pro nya,1
"banyak iklan, miris lg iklan nya promosi judol pdhl apk islami, tlol tlol",1
Bagusan yang pertama kali...kalau dulu tulisan Al Quran dan artinya bisa dicopy paste jadi mudah berbagi ilmu..(Amalkan walaupun hanya 1 ayat..),2
Semoga yang buat apk masuk surga dan dipermudah semua urusannya didunia maupun akherat,5
"kebanyakan iklan, sangat menggangu saat mengaji",3
sangat bermanfaat,5
bismillah,5
aplikasinya sangat membantu tapi sayangnya saya sudah berlangganan premium tapi masih ada iklan dan tidak semua fitur kebuka jdi seperti tidak berlangganan :(,3
aplikasi yang bagus,5
bagus tepat waktu,5
malah nyusahin,1
"pantas kasi bintang 5, memudahkan untuk menghapal surah,wajib download",5
"aplikasinya baguss banget, dengan fitur super lengkap, jelas, terstruktur, dan mudah dipahami.",5
",,kebanyakan iklan,,!!!",3
bagus dibuat anak kecil,5
muslim pro sangat bermanfaat terutama waktu sholat,4
masyaallah dengan ini saya mudah menghafal alhamdulillah,5
membantu sekali,5
bagus,5
"Alhamdulillah, Aplikasi Al Qur'an muslimpro sangat bermanfaat",5
bagus sih tapi banyak iklan,2
bagus banget doa doanya 👌💯,5
subhanallah,5
bagus sekali..membantu saya belajar ibadah,5
insyaallah ini bermanfaat bagi saya dan orang lain,5
sangat baik,5
IKLANYA GAKUAAAT SETIAP 3 DETIK DAN GA BERENTI GOKIIILLLL,1
berguna,5
sangat membantu,5
😍,5
"Alhamdulillah, semua dipermudah",5
terlalu banyak iklan. satu iklan terlalu lama durasi nya,1
"gapernah ulas aplikasi , cuma ini saking keselnya iklannya berlebihan banget spam banget yakali mau liat jadwal doang berkali kali iklannya bener bener berlebihannn",1
sering terlambat,4
enak banget kalo lagi bingung,5
okeh,5
there is still missing part from al-bayyina:8 murrotal by imam saad al-Ghamdi,5
ok,5
Masya Allah sangat membantu sekali dalam beribadah,5
Maa Syaa Allah murah banget 14000 setahun yuk berlangganan guys 🥰,5
good,5
Mantap,5
"halo saya udh beli paket premium 3 th 100.000 tetapi aplikasi tetap memunculkan iklan? padahal di google play sudah terbayar dan mutasi bank sudah ada pembayaran, bagaimana? tolong kembalikan uangnya! udh kirim email pengajuan tp blm dapet balasan dari hari jumat kemarin tgl 25 april 👎 ternyata aplikasinya ga amanah kecewa, padahal namanya muslim pro loh !!! dari kamarin dpt reply suruh pemulihan terus tapi nyatanya gabisa!!!",1
Aamiin,5
sangat memuaskan pelayanannya,5
"aplikasi musim tp full iklan. iklannya gak bagus2, pinjol dll.. maaf tolong diperbaiki jgn hanya keuntungan semata 🙏",1
apk ini tentang islam tapi iklanx judi semua,2
sangat membantu kita yg ingin mengulangi hafalan Alquran dan gak pakainribet lengkap degan tajwid dan terjemahan nya,5
fitu fiturnya lengkap tapi ya kalau mau biar dibaca ya Jangan bayar lah itu namanya ya ndak tahu lah kaya makanya makanya itu aplikasinya jangan bayar lah Jangan bayar aku nggak punya uang tapi aku kasih rating bintang 5 karena sudah berhubungan dengan muslim Abella biar dibaca sama Habib Siapa itu toh ya Jangan bayar lah,5
kurangi lah iklan nya baru download sama aja banyak iklan,1
ni aplikasi nyedot saldo gw tiba tiba,1
masya Allah,5
suka berhenti sendiri,5
baguus,5
apik,5
sangat membantu 😊,5
Alhamdulillah sangat membantu. terima kasih,5
sangat bermanfaat,5
kebanyakan iklan lah...masak iya pas baca quran iklannya muncul terus...,1
saya sedang melakukan sholat dengan tepat waktu tapi kurang tulisan rakaat saja semoga di update,3
sangat membantu,5
"Alhamdulillah, membaca Alquran dan artinya jadi lebih mudah. Bisa kapan saja. Pengingat sholat juga sangat membantu sholat tepat waktu.",5
AlhamdulilLAH sangat membantu,5
bagus,5
semoga bisa bermanfaat.,5
"Kebanyakan iklan bikin males buka aplikasinya, mana gak bisa di skip iklannya.",1
iklannya sangat mengganggu,1
👍👍👍,5
terbaik,5
saya suka aplikasi ini dan terima kasih karena menjadi premium begitu murah...,5
Kenapa Adzan saat berkumandang tapi tidak tuntas. mohon perbaikannya 🙏,5
sudah pakek aplikasi ini dari lama. kecewa sekarang banyak banget iklannya dan sering minta update. yang wajar saja iklannya . soalnya jadi males buka aplikasinya. cuma mau lihat jadwal terbit aja jadi lama karena harus nunggu iklan. saya paham memang sebaiknya gunakan premium. tapi jadi cukup malas dengan aplikasi ini meskipun manfaatnya banyak,3
mantap,5
"gw bisa aja obrak Abrik codingan cantolan iklan untuk di hilangkan, mumpung gw lagi baik ya, di cek lagi itu filter iklannya, iklan pinjol nongol ikut nimbrung, gimana ceritanya, ini sama saja seperti masuk masjid main GAPLEK, (payah).",3
mumtaz,5
good job,5
pendirinya non muslim,3
"banyak bgt iklan,",1
tidak ada terjemahannya saat buka Alquran,3
aku ingin menjadi lebih baik dan berarti untuk ku dan keluargaku terutama anak anaku,5
kok pas waktu solat nggak ada azannya ya,1
lumayan,3
sangat bermanfaat dan membantu,5
Mantap,5
sangat baik untuk mengingatkan waktu sholat,5
"aplikasinya sudah bagus membantu bgt, cuman kalo bisa kurangin iklan pinjol nya, karna menurut saya kurang pantas aja ini aplikasi kental banget dengan agamis tidak sepantasnya meng iklan kan pinjol🙏🙏🙏",5
"saya ganti Samsung galaxy S25 , murojaah surat² alquran bagaimana cara menandai di ayat tertentu ?!.",5
"Barakallah Bitsmedia.... Alhamdulillah dengan aplikasi Muslim Pro ini, segala kemudahan saya dapat untuk dapat beribadah yang lebih baik lagi.",5
bagus sekali saya jadi tidak lupa sholat,5
Alhamdulillah,5
aplikasi nya membantu sekali,1
"Astaghfirullah iklan nya banyak banget, mau buka jadwal sholat saja mesti 2-3x terlebih dahulu lewati iklan.",2
Alhamdulillah membantu banar untuk membaca2 amaliah tanpa harus membawa buku khusus Terimakasih Ponpes Almursyidul Amin🙏,5
terlalu banyak iklan,1
bagus sekali,5
aplikasi ini hebat aku dari tidak tahu membaca Alquran jadi tahu aplikasi sangat hebat,5
